I,From,To,Dijkstra Time,Dijkstra Relaxed,Bidirectional Dijkstra Time,Bidirectional Dijkstra Relaxed,Contraction Hierarchy Time,Contraction Hierarchy Relaxed
653,1240771790,1103788085,196503500,1240350,131251500,687088,1466300,7033
654,252729374,1116137684,7246100,73300,4361999,36649,151000,681
655,282645857,3484050589,154410200,1023627,428218000,2010024,2167601,11312
656,3262418188,2497527704,48013999,356302,15444600,116035,755900,3473
657,3823999781,5404146365,325568300,1953862,376379599,1858980,2467599,11012
658,1131209952,4927554520,189129300,1060114,156309900,671012,1094899,4837
659,3114604470,2566297059,71389200,462810,53728399,305748,922499,4167
660,3497811833,455495289,127997901,833733,83088500,452068,1486500,7763
661,1672133346,3106246874,400384600,2341314,494044300,2012352,2362000,10666
662,3208314789,191840112,451737600,2246616,585529000,2029298,4321500,11411
663,3720824628,2571175678,286411900,1582249,286425300,1093484,1801600,7825
664,1943189479,2752315486,371313800,2159102,418195900,2022946,2075800,7001
665,526956380,169457513,418400800,2231255,368314200,1705513,1624100,7985
666,3702877623,1433648985,8475000,71176,8983800,66848,416901,1828
667,1210535632,368356863,159279200,1004216,142762200,822293,1479699,8392
668,1095047780,1096242238,254301599,1396337,441544800,1898383,2508299,11023
669,2844724814,5160947659,356469300,1984588,482284301,1932893,1980001,7651
670,1794657068,317575252,228270100,1325597,270828900,1316528,1860700,6824
671,4775908776,1193023085,289734300,1537761,274558600,1178626,2176901,10997
672,1093620263,1105537005,633687100,2362862,427261400,1764154,2619400,9773
673,280313622,295078561,315303800,1904929,356141401,1647260,2358100,10599
674,2264662785,1972996890,367469000,2254693,348903001,1580845,1989000,10840
675,292363913,685350973,243282700,1290254,297934300,1360036,1998201,9842
676,5064954376,420861737,295521000,1290406,178441100,661426,1884900,7935
677,3687324615,2181371728,14157199,68831,15956600,85857,431200,1491
678,26727347,2415181590,258426299,1325109,450034300,1813195,2995600,11467
679,3571126422,1097996671,401384899,1740475,492590100,1558752,2546300,8318
680,1148888803,1757717650,286629200,1522105,233124200,1064804,1799300,8447
681,1907662263,4186939996,58478800,238497,37062400,200029,803100,2716
682,3672917267,2654273668,38121700,260760,55442499,284216,880800,3947
683,2805289847,278297560,207924800,1078907,153733201,732460,1910800,9910
684,27380646,100892635,328569900,1683778,415296800,1818372,2150300,9358
685,1099806254,2265557930,225627700,1327538,182480500,952320,1940500,10463
686,1091923438,1650173320,340760300,2148258,270356400,1404612,2090099,9736
687,3339355492,1390302621,81816699,529131,78409401,471012,1155101,4404
688,309770712,3150850176,129464900,848260,167301901,764214,1756600,9675
689,552393587,1181149705,285477100,1678242,520718401,2130252,3478399,11721
690,292459178,258870046,149830900,1002813,474995500,1931227,2786400,13022
691,1693237931,90751399,33243499,228874,16528900,112394,854099,3979
692,1746805167,1169666109,215252401,1269295,175553300,807987,2787701,10251
693,1091229064,1333811773,261027299,1417990,239883800,1130737,1693000,7224
694,149129468,389668738,393611299,2050208,490116500,1937841,2803200,14256
695,3039172030,1159750476,139651800,863551,62615600,350112,1256200,6696
696,4521955083,2704484554,33817499,255098,14123299,105080,436000,2155
697,262160381,427736905,143590800,931579,119712600,657378,1375500,7021
698,265848980,4509227307,283564899,1604807,220919900,1116313,1401801,5644
699,3252794070,896101849,20381399,177280,25023500,163707,713500,3221
700,25434885,1250668372,76548700,551592,76242300,402043,1220200,6159
701,4955394535,1042383452,36437500,271332,36756901,225558,536600,2511
702,2387935412,2404434619,5446899,50698,5397100,44155,226700,826
703,1107667633,1089563425,214906800,1431229,184161700,986211,1536701,8081
704,1755427886,1305882077,111185000,786393,155126900,886257,1661100,8018
705,4787717594,3307386490,104845600,730580,63883201,395734,1041500,6539
706,274250257,2281818939,81957100,609822,61038000,401763,1179400,6219
707,1829481032,1139386820,64112100,420427,37213199,243786,857200,4045
708,251837094,1257210389,67817499,380153,27362899,193336,684200,3047
709,4061104776,2650094443,161271900,1166438,370569099,1695820,2018500,9957
710,310656965,1124861430,341455601,2153299,414112100,1994471,2129900,8924
711,1616044674,281953445,6404300,66054,4736100,35806,343999,1802
712,314076421,1949714341,152418400,1044880,340145499,1596160,2651800,12822
713,3398632424,525850319,324248699,2040683,419116600,2137351,1765900,7426
714,2066832683,2668715495,100393099,702868,157768599,738226,1223699,6891
715,2461611252,2334349001,321983001,1771874,261459000,1157380,2577499,8043
716,3206726912,2491430997,164543800,1036025,115898799,635164,1289800,6376
717,286426942,21455272,31784199,240674,15703200,116182,743299,3880
718,1688756919,4961117543,156812900,1104315,431987200,1893796,2804700,14242
719,1432281284,685079701,128549499,856041,224711600,1126831,1728600,6946
720,4126212037,3557583184,144664499,887556,79868899,397126,1145101,4780
721,3336296162,411825766,82503999,504492,42878300,252907,1427100,6721
722,289549487,1157351501,417132999,2192928,518880700,2050919,2062100,8359
723,1255047996,4876515197,250259999,1438429,157667800,789645,1103900,5356
724,674703732,390176761,381222100,2101228,488165599,2038495,2649200,12343
725,2479375132,1746728053,334864100,2159158,440530301,2003701,2229800,11993
726,430421033,30218033,358848301,2375302,468167800,2047876,1967100,10445
727,1328815625,408432542,14798100,110570,4716301,39763,566400,3057
728,502198711,299514029,332705999,1933477,400426799,1858660,2207699,10248
729,2881865949,361523075,90464400,614200,59076599,374954,981899,4664
730,313844580,3906809642,80646401,606151,115051900,600486,1117800,5885
731,1693071970,1485257029,91733700,643592,49866000,305195,1650200,8265
732,1219627030,279736736,113599999,828955,138548099,619985,1242100,5244
733,2963076896,174105116,299187700,1654098,116260901,658585,1819099,8795
734,412063734,4927512190,95030900,518568,56022499,341609,716500,2902
735,1207132178,957247362,68314199,461260,38625800,235942,1131400,4957
736,885857661,4941860506,344729101,2216924,460522799,2042596,1741400,8931
737,2353730670,5112758854,411276501,2096153,458970700,1712124,1936200,7660
738,4292900126,248157669,434272399,2331092,398684100,1454319,1810300,6889
739,1097906212,3365333292,358396499,2148577,387195800,1735913,2130199,11485
740,768595577,2029473138,195115400,1237047,189489500,660316,1380300,6465
741,2342437892,2467142545,219601600,1150671,503735000,1979281,2127400,10217
742,4561414927,3090267633,481342800,2389653,497302000,2202933,2299200,11193
743,3426867170,308540210,79829700,481784,73780501,391876,1459599,5158
744,4785294269,2355285863,8056100,59847,3981500,33528,257400,921
745,371819308,370823288,254395300,1353694,88709000,454386,1921901,5851
746,4417407914,29972028,14087800,105444,13790200,96860,470000,1995
747,623720604,472121615,170724101,902765,345737000,1543457,1786600,7519
748,5111960420,2737213879,394926699,2181282,520503600,2063223,1763499,8700
749,3507171765,1657708264,84071201,525291,68011100,353131,1131800,4566
750,25246563,1137710466,311785600,1794172,467430101,2118450,2285400,10600
751,1098152808,673480571,166283301,989416,68307701,396143,2166900,7372
752,300823197,279152541,219417000,983099,86629700,443280,1741100,7831
753,3369326096,725635519,16843799,139929,14666100,108707,371699,1421
754,2390788185,310656951,430820400,2068713,642893099,2105308,2468300,9555
755,3639899013,797712016,178992101,778892,141155000,574460,1023001,2966
756,296015908,3328801120,406833301,1936416,537697899,1822849,2099200,8652
757,3375241871,456992101,420911901,2319811,554610199,1884649,2364201,8797
758,3679207275,513746687,443077900,2145116,509967101,1996219,1964099,6928
759,32347728,2653535911,9187801,70757,7544900,45929,458800,1697
760,1418756432,2686297473,309362500,1678144,189918699,956941,1892700,9030
761,3333113134,3791081797,279089700,1453327,424643000,1602662,1970700,8416
762,4586133730,4256739938,88639300,452923,90652000,422797,1081600,4067
763,1088505276,451686143,224276800,1284507,337508000,1446356,2424999,9646
764,1500771792,1260408819,496516901,2357426,555819901,2214655,2122200,9905
765,1119279418,420497716,49851300,337931,72185000,436565,1263800,5627
766,1104539204,1401269966,153527901,971294,378125801,1553244,1842899,9089
767,718592086,1400009693,382069001,1789440,526687200,1996230,1854600,8615
768,1549344108,3887956380,349280099,1724442,295674299,1129422,2633901,10640
769,1117387911,5266113543,177378499,1044171,131769300,681642,1456100,7544
770,265521841,327474800,292393300,1643619,149991000,768236,1635401,9042
771,1591513363,1347275477,19674800,167047,19867500,120521,680201,3359
772,1272420786,2194418755,90816700,520406,52687799,249677,1843101,8215
773,29511709,2038107402,86589300,500295,95652900,472830,1373499,5652
774,280675231,253680401,68544800,426080,71840401,356048,1418300,6039
775,1362219772,1153183556,52645001,349153,34100800,167897,817600,3131
776,1948125581,4589973322,418695101,1769820,519115001,1959441,2399900,8888
777,797207399,4706323411,311719600,1573876,171392000,896381,1357700,5949
778,4955087916,3145415831,48869900,336886,37926599,222627,1229900,6799
779,1558195920,2218328482,6863401,65136,4927200,40450,367900,1747
780,278770644,265468189,320036300,1806531,443158000,1952415,1948900,8853
781,2307520755,2882887677,145931401,935826,251209300,1078361,1641000,7614
782,3101771052,2426385467,252153800,1343110,114393699,567704,2090801,8623
783,1645401100,249580738,531701900,2302804,299311700,1225390,2134200,8089
784,310655349,506742476,402009600,2064417,504553699,1734803,1739200,7577
785,4906164400,1588859135,128387100,795200,104295601,538358,1150400,5008
786,1182942997,303796038,219133200,1290451,126805101,590621,3136800,6720
787,223625211,605035078,122099499,625289,63073700,346647,937100,3433
788,5083574792,1937180386,157417900,843848,113669600,556402,1535200,7236
789,5033267028,4708678150,290850300,1555967,181587299,762191,1365201,6003
790,280548040,5143457059,385887701,2232432,468198700,2012223,1741301,7972
791,351864576,1224606112,277259000,1641674,138799800,749194,1839700,10290
792,495272348,30217956,372531101,2360503,497804899,2117137,42703901,7155
793,3114604468,2917607286,48927200,314884,29662099,154682,1020099,4296
794,1979169024,1213393146,391534800,2245379,542097299,2083874,1865200,7829
795,3810408218,2185197200,282145200,1385173,172329500,812055,1768200,8352
796,1279869831,1314237855,109673101,715579,146949799,679690,1603900,6511
797,1636613277,2316135210,365153200,1779510,379676500,1577790,2435700,8328
798,414994636,73233714,391037500,1968071,400501500,1604166,3312300,6853
799,1141998332,4381098113,91283200,568909,78183300,233292,932499,4597
800,1113376042,57736420,217201499,1286497,182728000,827274,1557600,8181
801,3276551755,4371190406,4023500,39496,4201600,32096,239500,1140
802,2989770519,4589479176,16979801,137677,8860800,64770,691400,3408
803,277633685,279700685,220913000,1358477,199175901,857270,1882400,9049
804,3377257235,118421636,177159200,1089981,314405199,1230866,1975001,9750
805,289713813,69136053,144747100,849467,111263900,586831,1413101,5365
806,1259582029,97889379,269565401,1646097,196995100,968811,1501701,7117
807,1217974148,2254267107,318416701,1696085,337382500,1182565,2474900,11249
808,1583918290,4715318680,403799800,1832249,170939100,690446,2036200,7744
809,1082026749,1038257440,223125400,1334531,531110900,2267386,2236700,10269
810,759791930,3194668079,342137001,2009796,494074100,1871349,2400200,12124
811,3153311001,582074670,56218100,384745,68508601,330337,1425800,6634
812,1221738974,268690302,201555600,1212658,444826899,1767525,2531900,11177
813,1126389732,27163005,204921499,1311055,187278500,886671,1923699,9053
814,1297490296,1022931134,219414500,1231276,152383100,799669,1930800,9569
815,282266606,1273418824,20259799,169532,16549000,124843,477500,1925
816,271926938,1170483459,130024400,853727,56893700,349178,1305000,7480
817,251692572,2523283725,244768400,1610203,131044801,751313,1376899,5385
818,158694058,1031026452,168930701,1125282,86940900,517039,1626800,7469
819,5152217366,1863685285,177561299,1205558,281535899,1190117,1274701,5453
820,2359406655,1269551086,168689600,1153146,357678100,1769153,1891801,9682
821,1121793285,1151844685,338002200,2105464,410857001,2072515,2203900,10669
822,286833094,322883391,416983400,1945290,529774301,1997629,2484800,9662
823,292971532,264274602,8484901,63681,15235200,89336,274500,981
824,1510041535,2265530317,391001100,1794369,471857400,1618652,1778699,7302
825,59597037,520167773,212478499,1059991,208254801,713990,1833501,8547
826,308298228,286459802,56195200,234001,11939499,69355,624300,2664
827,122759202,4510168374,246479100,1350144,539672400,1801474,2918200,13070
828,4750395283,924663777,513721601,2402097,457886999,1295598,2429100,7607
829,5209483696,1785335466,135680500,794944,157648800,778372,2315400,11261
830,4927543559,371880364,209666501,1067007,504064100,2111879,1857200,9012
831,1038008328,251825572,216635100,1282768,446086900,2000938,2791099,13955
832,557888616,1184270148,356783500,2017890,485639000,2118446,3440500,10308
833,3936192852,5097842735,75368700,515998,73471400,374266,1070600,4633
